,id,identifier,name,course_type,credit,period,instructor,college,major,note
2838,82889,20191040849,排球（初级）,公共必修,1.0,0,程黎菊,体育部,,
2839,82888,20191011964,热力学与统计物理学,专业必修,4.0,0,刘惠军,物理科学与技术学院,,
2840,82887,20191065005,科研训练2,专业必修,1.0,0,石兢,弘毅学堂,,
2841,82886,20191017058,电力系统电磁兼容,专业选修,1.5,0,王洪新,电气与自动化学院,,
2842,82885,20191017054,电力系统过电压,专业选修,2.0,0,鲁海亮,电气与自动化学院,,
2843,82884,20191017068,高电压综合试验与实践（2）,专业必修,0.5,0,潘成,电气与自动化学院,,
2844,82883,20191017076,电力市场与需求侧管理,公共选修,1.5,0,崔雪,电气与自动化学院,,
2845,82882,20191017619,电能质量分析,专业选修,1.5,0,陈红坤,电气与自动化学院,,
2846,82881,20191014012,环境灾害学,专业选修,2.0,0,方建,资源与环境科学学院,,
2847,82880,20191014081,区域分析与规划,专业必修,2.0,0,周晓艳,资源与环境科学学院,,
2848,82879,20191014094,土地评价,专业选修,2.5,0,唐旭,资源与环境科学学院,,
2849,82878,20191014084,综合自然地理,专业选修,2.0,0,赵曦,资源与环境科学学院,,
2850,82877,20191014064,地理信息系统原理与应用,专业必修,2.0,0,李霖,资源与环境科学学院,,
2851,82876,20191014110,庐山地质地貌实习,专业必修,1.0,0,李全,资源与环境科学学院,,
2852,82875,20191005154,社会心理学实验,专业选修,1.0,0,吴欢伟,经济与管理学院,,
2853,82874,20191005150,职业生涯设计与管理,专业选修,2.0,0,叶晓倩,经济与管理学院,,
2854,82873,20191005148,劳动经济学,专业选修,2.0,0,张三保,经济与管理学院,,
2855,82872,20191040961,篮球（初级）,公共必修,1.0,0,潘健,体育部,,
2856,82871,20191019065,企业形象CI设计,专业选修,2.0,0,管家庆,城市设计学院,,
2857,82870,20191019074,交互设计,专业选修,2.0,0,黄敏,城市设计学院,,
2858,82869,20191019053,专题论文写作,专业选修,1.0,0,黄敏,城市设计学院,,
2859,82868,20191019061,快题设计,专业必修,3.0,0,罗雪,城市设计学院,,
2860,82867,20191019023,城市公共设施设计,专业必修,3.0,0,胡凯,城市设计学院,,
2861,82866,20191059023,化工基础实验B,专业必修,1.0,0,钟振林,公共化学教学,,
2862,82865,20191018084,反应工程实验,专业必修,0.5,0,叶春松,动力与机械学院,,
2863,82864,20191018081,化学反应工程,专业必修,3.0,0,叶春松,动力与机械学院,,
2864,82863,20191018082,化工热力学,专业必修,3.0,0,定明月,动力与机械学院,,
2865,82862,20191018079,动力燃煤与电力用油,专业选修,2.0,0,薛金凤,动力与机械学院,,
2866,82861,20191018080,电化学基础,专业选修,2.0,0,陈重学,动力与机械学院,,
2867,82860,20191018083,工业分析实验,专业选修,0.5,0,薛金凤,动力与机械学院,,
2868,82859,20191018067,核电站水质工程,专业选修,2.0,0,谢学军,动力与机械学院,,
2869,82858,20191103001,工程训练C,专业必修,1.0,0,陈东,训创中心,,
2870,82857,20191059024,化学工程基础B,专业必修,3.0,0,于萍,公共化学教学,,
2871,82856,20191017047,高电压工程,专业必修,2.0,0,周蜜,电气与自动化学院,,
2872,82855,20191040789,足球（初级）,公共必修,1.0,0,邢雅彬,体育部,,
2873,82854,20191040764,排球（初级）,公共必修,1.0,0,程黎菊,体育部,,
2874,82853,20191040762,篮球（初级）,公共必修,1.0,0,胡卫兵,体育部,,
2875,82852,20191065002,科研训练2,专业必修,1.0,0,石兢,弘毅学堂,,
2876,82851,20191040615,乒乓球（初级）,公共必修,1.0,0,刘振清,体育部,,
2877,82850,20191010335,实变函数,专业必修,4.0,0,侯友良,数学与统计学院,,
2878,82849,20191040274,太极拳（初级）,公共必修,1.0,0,崔德刚,体育部,,
2879,82848,20191040602,排球（初级）,公共必修,1.0,0,张燕,体育部,,
2880,82847,20191040752,羽毛球（初级）,公共必修,1.0,0,张葳,体育部,,
2881,82846,20191055112,英语演讲与辩论,公共必修,1.5,0,赵玲,大学英语部,,
2882,82845,20191040824,乒乓球（初级）,公共必修,1.0,0,刘江丽,体育部,,
2883,82844,20191055227,英国社会与文化,公共必修,1.5,0,黄承英,大学英语部,,
2884,82843,20191040758,篮球（初级）,公共必修,1.0,0,胡卫兵,体育部,,
2885,82842,20191040998,排球（初级）,公共必修,1.0,0,汪俊峰,体育部,,
2886,82841,20191055228,英国社会与文化,公共必修,1.5,0,唐军俊,大学英语部,,
2887,82840,20191040760,篮球（初级）,公共必修,1.0,0,廖小军,体育部,,
2888,82839,20191040301,乒乓球（初级）,公共必修,1.0,0,李宜珊,体育部,,
2889,82838,20191020060,文献检索与科技写作,公共选修,1.0,0,万臻,土木建筑工程学院,,
2890,82837,20191020049,基础工程,专业必修,2.0,0,刘芙蓉,土木建筑工程学院,,
2891,82836,20191005598,运筹学,专业选修,3.0,0,李晓蹊,经济与管理学院,,
2892,82835,20191005596,数值分析,专业选修,3.0,0,莫忠息,经济与管理学院,,
2893,82834,20191005597,数理统计,专业必修,3.0,0,刘成,经济与管理学院,,
2894,82833,20191005588,高级微观经济学（上）,专业选修,3.0,0,孙祥,经济与管理学院,,
2895,82832,20191005594,高级计量经济学实验,专业必修,1.0,0,庄额嘉,经济与管理学院,,
2896,82831,20191005593,高级计量经济学,专业必修,2.0,0,庄额嘉,经济与管理学院,,
2897,82830,20191005590,增长理论,专业选修,3.0,0,刘熙莹,经济与管理学院,,
2898,82829,20191005595,高级宏观经济学2,专业选修,3.0,0,廖俊敏,经济与管理学院,,
2899,82828,20191040703,羽毛球（初级）,公共必修,1.0,0,闵国宣,体育部,,
2900,82827,20191040995,篮球（初级）,公共必修,1.0,0,冉启明,体育部,,
2901,82826,20191014155,普通地图编制课程设计,专业必修,2.0,0,李连营,资源与环境科学学院,,
2902,82825,20191014154,数字地图制图原理,专业必修,2.0,0,张翔,资源与环境科学学院,,
2903,82824,20191018133,反应堆中子物理课程设计,专业必修,1.5,0,聂矗,动力与机械学院,,
2904,82823,20191017287,热工过程自动调节,专业选修,1.5,0,袁立宏,电气与自动化学院,,
2905,82822,20191018130,核电站系统与运行,专业必修,3.0,0,郭江华,动力与机械学院,,
2906,82821,20191018132,节能减排科技实践,专业选修,2.0,0,曾洪涛,动力与机械学院,,
2907,82820,20191018128,核电站模型与仿真,专业选修,2.0,0,赵文胜,动力与机械学院,,
2908,82819,20191018127,核电站仪表与控制,专业选修,1.5,0,郭江,动力与机械学院,,
2909,82818,20191040305,武术（初级）,公共必修,1.0,0,余涛,体育部,,
2910,82817,20191055247,英国社会与文化,公共必修,1.5,0,文婷,大学英语部,,
2911,82816,20191040622,排球（初级）,公共必修,1.0,0,黄武,体育部,,
2912,82815,20191040801,篮球（初级）,公共必修,1.0,0,廖小军,体育部,,
2913,82814,20191025422,医学英语（1）,专业选修,2.0,0,何春燕,医学院,,
2914,82813,20191040850,排球（初级）,公共必修,1.0,0,程黎菊,体育部,,
2915,82812,20191040713,健美操（初级）,公共必修,1.0,0,张红,体育部,,
2916,82811,20191040999,羽毛球（初级）,公共必修,1.0,0,任为民,体育部,,
2917,82810,20191040245,篮球（初级）,公共必修,1.0,0,何蕊,体育部,,
2918,82809,20191010504,实用回归分析,专业必修,4.0,0,邓爱姣,数学与统计学院,,
2919,82808,20191040210,羽毛球（初级）,公共必修,1.0,0,林军,体育部,,
2920,82807,20191055237,英国社会与文化,公共必修,1.5,0,袁筱玲,大学英语部,,
2921,82806,20191004149,网络广告学,专业选修,2.0,0,彭策,信息管理学院,,
2922,82805,20191004763,游戏设计与开发（实验）,专业选修,1.0,0,翁子扬,信息管理学院,,
2923,82804,20191004762,游戏设计与开发（理论）,专业选修,1.0,0,翁子扬,信息管理学院,,
2924,82803,20191004155,网页设计和网站建设（实践）,专业选修,1.0,0,陆颖隽,信息管理学院,,
2925,82802,20191004154,网页设计和网站建设（理论）,专业选修,2.0,0,陆颖隽,信息管理学院,,
2926,82801,20191004153,页面描述语言,专业选修,2.0,0,李旭晖,信息管理学院,,
2927,82800,20191004150,网络编辑,专业必修,2.0,0,姚永春,信息管理学院,,
2928,82799,20191004192,计算机网络基础,专业选修,2.0,0,陈君,信息管理学院,,
2929,82798,20191004156,网络营销（实践）,专业必修,1.0,0,许洁,信息管理学院,,
2930,82797,20191004151,出版电子商务,专业选修,3.0,0,张美娟,信息管理学院,,
2931,82796,20191004152,网络营销（理论）,专业必修,2.0,0,许洁,信息管理学院,,
2932,82795,20191040853,网球（初级）,公共必修,1.0,0,柳景华,体育部,,
2933,82794,20191012111,综合化学实验,专业必修,4.0,0,李仁杰,化学与分子科学学院,,
2934,82793,20191040756,篮球（初级）,公共必修,1.0,0,廖小军,体育部,,
2935,82792,20191040295,排球（初级）,公共必修,1.0,0,王永志,体育部,,
2936,82791,20191040242,羽毛球（初级）,公共必修,1.0,0,张雨纯,体育部,,
2937,82790,20191040799,篮球（初级）,公共必修,1.0,0,胡卫兵,体育部,,
2938,82789,20191055229,英国社会与文化,公共必修,1.5,0,张红梅,大学英语部,,
2939,82788,20191040788,足球（初级）,公共必修,1.0,0,邢雅彬,体育部,,
2940,82787,20191040285,健美操（初级）,公共必修,1.0,0,贾凤蓉,体育部,,
2941,82786,20191016336,水库水电站 调 度 课 设,专业必修,0.5,0,万飚,水利水电学院,,
2942,82785,20191040005,羽毛球（初级）,公共必修,1.0,0,邓丽红,体育部,,
2943,82784,20191040332,武术（初级）,公共必修,1.0,0,秦子来,体育部,,
2944,82783,20191040600,排球（初级）,公共必修,1.0,0,张燕,体育部,,
2946,82781,20191055214,英国社会与文化,公共必修,1.5,0,张红梅,大学英语部,,
2947,82780,20191040883,足球（初级）,公共必修,1.0,0,邢雅彬,体育部,,
2948,82779,20191005125,银行经营管理,专业必修,3.0,0,赵征,经济与管理学院,,
2949,82778,20191005107,金融经济学,专业必修,3.0,0,胡利琴,经济与管理学院,,
2950,82777,20191040790,健美操（初级）,公共必修,1.0,0,黄静,体育部,,
2951,82776,20191055235,英国社会与文化,公共必修,1.5,0,黄承英,大学英语部,,
2952,82775,20191040996,篮球（初级）,公共必修,1.0,0,孔论,体育部,,
2953,82774,20191019094,城乡规划综合实践,专业必修,2.0,0,杜宁睿,城市设计学院,,
2954,82773,20191019072,城市控制性详细规划,专业必修,2.0,0,张军,城市设计学院,,
2955,82772,20191016693,新能源开发与利用,专业选修,1.0,0,苏凯,水利水电学院,,
2956,82771,20191016681,道路桥梁工程,专业选修,1.0,0,佘成学,水利水电学院,,
2957,82770,20191016335,水库水电站 调 度 课 设,专业必修,0.5,0,艾学山,水利水电学院,,
2958,82769,20191016334,专业英语,专业选修,1.5,0,陈杰,水利水电学院,,
2959,82768,20191040200,武术（初级）,公共必修,1.0,0,杨国森,体育部,,
2960,82767,20191055226,英国社会与文化,公共必修,1.5,0,付颀斐,大学英语部,,
2961,82766,20191040981,羽毛球（初级）,公共必修,1.0,0,任为民,体育部,,
2962,82765,20191010502,多元统计分析,专业选修,4.0,0,冯艳钦,数学与统计学院,,
2963,82764,20191010338,实变函数,专业必修,4.0,0,侯友良,数学与统计学院,,
2964,82763,20191010311,证券投资学,专业选修,3.0,0,钟六一,数学与统计学院,,
2965,82762,20191010309,利息理论,专业选修,3.0,0,袁海丽,数学与统计学院,,
2966,82761,20191010307,计量经济学,专业必修,3.0,0,周明春,数学与统计学院,,
2967,82760,20191018122,特种连接技术,专业选修,2.0,0,朱援祥,动力与机械学院,,
2968,82759,20191018126,其他创新活动,专业选修,1.0,0,郭嘉琳,动力与机械学院,,
2969,82758,20191018125,理化检验操作综合实训,专业选修,1.0,0,于洋洋,动力与机械学院,,
2970,82757,20191018124,无损检测综合实验,专业必修,1.0,0,李晓红,动力与机械学院,,
2971,82756,20191018119,无损检测原理及技术,专业必修,2.5,0,李晓红,动力与机械学院,,
2972,82755,20191018123,社会实践,专业选修,1.0,0,汪思明,动力与机械学院,,
2973,82754,20191040765,排球（初级）,公共必修,1.0,0,程黎菊,体育部,,
2974,82753,20191040624,乒乓球（初级）,公共必修,1.0,0,刘振清,体育部,,
2975,82752,20191040867,羽毛球（初级）,公共必修,1.0,0,张葳,体育部,,
2976,82751,20191027031,生物技术制药实验,专业选修,1.5,0,朱冬青,药学院,,
2977,82750,20191027002,生物技术制药,专业选修,3.0,0,刘永梅,药学院,,
2978,82749,20191040792,定向越野（初级）,公共必修,1.0,0,许少峰,体育部,,
2979,82748,20191055566,基础英语3,公共必修,1.5,0,桂敏,大学英语部,,
2980,82747,20191040745,武术（初级）,公共必修,1.0,0,刘欣刚,体育部,,
2981,82746,20191017111,电力信息技术,专业选修,2.0,0,宋斌,电气与自动化学院,,
2982,82745,20191029312,中国社会史,公共选修,3.0,0,杨国安,历史学院,,
2983,82744,20191029982,中华民国史,专业选修,2.0,0,姜海龙,历史学院,,
2984,82743,20191029981,学年论文(2),专业必修,1.0,0,薛梦潇,历史学院,,
2985,82742,20191029231,中国政治制度史,专业选修,3.0,0,陈曦,历史学院,,
2986,82741,20191029229,出土文献与民间文献通论（二）,专业选修,2.0,0,黄楼,历史学院,,
2987,82740,20191055041,英语演讲与辩论,公共必修,1.5,0,外院外教1,大学英语部,,
2988,82739,20191040328,武术（初级）,公共必修,1.0,0,秦子来,体育部,,
2989,82738,20191040712,综合体育（初级）,公共必修,1.0,0,杨雪松,体育部,,
2990,82737,20191021198,嵌入式软件设计,专业选修,2.5,0,孙世磊,计算机学院,,
2991,82736,20191040743,武术（初级）,公共必修,1.0,0,王石龙,体育部,,
2992,82735,20191017062,高电压综合试验与实践（2）,专业必修,0.5,0,李涵,电气与自动化学院,,
2993,82734,20191040616,羽毛球（初级）,公共必修,1.0,0,姚志坚,体育部,,
2994,82733,20191040651,乒乓球（初级）,公共必修,1.0,0,王卫学,体育部,,
2995,82732,20191034005,计量经济学,专业选修,3.0,0,傅征,政治与公共管理学院,,
2996,82731,20191040885,流行舞蹈（初级）,公共必修,1.0,0,肖娟,体育部,,
2997,82730,20191056006,常微分方程,专业选修,3.0,0,羿旭明,公共数学教学,,
2998,82729,20191010442,数论与密码,专业选修,3.0,0,陈建华,数学与统计学院,,
2999,82728,20191040618,综合体育（初级）,公共必修,1.0,0,罗飞虹,体育部,,
3000,82727,20191040786,体育能力拓展（初级）,公共必修,1.0,0,张鸿声,体育部,,
3001,82726,20191010443,交换代数,专业选修,3.0,0,汪春晖,数学与统计学院,,
3002,82725,20191010428,微分几何,专业选修,4.0,0,李光汉,数学与统计学院,,
3003,82724,20191040652,羽毛球（初级）,公共必修,1.0,0,李凯,体育部,,
3004,82723,20191040629,跆拳道（初级）,公共必修,1.0,0,郑策,体育部,,
